id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,name,rating,number_of_bedrooms,number_of_beds,number_of_baths,suburb,price_class,Longitude,Latitude
926682,4986236,John,Melbourne,Entire home/apt,500,18,202,2023-06-27,1.7,3,364,7,Rental unit in Melbourne,4.84,1,1,1,Melbourne,expensive,144.96405,-37.81021
9175674,47750145,David,Melbourne,Entire home/apt,500,5,3,2016-02-15,0.03,1,0,0,Home in East Melbourne,4.67,3,3,2.5,East Melbourne,expensive,144.98182,-37.81817
15955585,49374872,Felicity,Melbourne,Entire home/apt,500,2,18,2023-08-20,2.3,1,48,18,Condo in Docklands,4.89,3,3,2.5,Docklands,expensive,144.938728,-37.814138
18349842,4986236,John,Melbourne,Entire home/apt,500,17,57,2023-08-12,0.76,3,35,8,Rental unit in Melbourne,4.93,1,1,1,Melbourne,expensive,144.96726,-37.80936
20699812,19557598,Amir,Melbourne,Entire home/apt,500,10,36,2021-07-11,0.49,1,61,0,Condo in Southbank,4.97,1,1,1,Southbank,expensive,144.96239,-37.82431
38006276,271899475,Michelle,Melbourne,Entire home/apt,500,300,99,2023-02-12,2.03,1,0,16,Rental unit in Southbank,4.74,1,2,1,Southbank,expensive,144.96261,-37.82481
40137625,3251576,Robyn,Melbourne,Entire home/apt,500,3,9,2023-08-01,0.2,1,83,2,Rental unit in Southbank,4.89,3,4,2,Southbank,expensive,144.96619,-37.8219
49693731,152155033,Alara,Melbourne,Entire home/apt,500,1,26,2023-04-03,0.93,5,88,5,Rental unit in Docklands,4.69,2,2,2,Docklands,expensive,144.9489,-37.81937
580092971134617728,449028264,Shaun,Melbourne,Entire home/apt,500,2,54,2023-08-22,3.21,1,267,36,Condo in Southbank,5,3,4,2,Southbank,expensive,144.95642,-37.82689
40868445,318147402,Sam,Melbourne,Entire home/apt,499,4,40,2023-08-09,0.89,1,283,14,Home in East Melbourne,4.98,4,7,2,East Melbourne,expensive,144.98814,-37.81694
43192680,343884059,Melbourne Private Apartments,Melbourne,Entire home/apt,497,1,8,2022-12-15,0.23,6,358,2,Rental unit in Docklands,4.63,3,3,2,Docklands,expensive,144.94026,-37.82066
607414648789304192,200909382,Steve And Janet,Melbourne,Entire home/apt,495,3,4,2022-08-28,0.25,45,343,0,Rental unit in Docklands,5,3,4,2,Docklands,expensive,144.94077,-37.8208
862570497487060608,159994659,Sam,Melbourne,Entire home/apt,495,2,4,2023-08-20,0.88,2,312,4,Condo in Southbank,4.75,3,3,2,Southbank,expensive,144.9640219,-37.8243437
555412513825761792,104434885,Rebecca,Melbourne,Entire home/apt,494,2,38,2023-08-18,2.1,3,58,21,Rental unit in Melbourne,4.89,3,3,2,Melbourne,expensive,144.953705,-37.813847
866999863674349312,350602650,Jiao,Melbourne,Entire home/apt,491,1,10,2023-08-19,2.56,11,88,10,Rental unit in Melbourne,5,3,6,2,Docklands,expensive,144.951194907535,-37.8150109749891
897775012098191232,439614306,Myka,Melbourne,Entire home/apt,491,2,15,2023-08-31,5,50,75,15,Rental unit in Melbourne,4.4,4,4,3,Melbourne,expensive,144.962210989366,-37.8133261908484
15875043,41766844,Lyn,Melbourne,Entire home/apt,490,3,6,2022-10-23,0.08,9,109,1,Rental unit in Docklands,4.83,3,3,2,Docklands,expensive,144.94408,-37.81318
713389230387018368,495978846,Peter,Melbourne,Entire home/apt,490,2,21,2023-08-27,3.06,1,177,21,Condo in Southbank,5,2,3,2,Southbank,expensive,144.962153,-37.8219262
4930970,4971509,Nadeen,Melbourne,Private room,486,1,109,2020-03-08,1.04,1,362,0,Boutique hotel in Carlton,4.72,1,1,1,Carlton,expensive,144.96826,-37.79747
798032443231921152,159994659,Sam,Melbourne,Entire home/apt,480,2,6,2023-08-07,0.97,2,136,6,Condo in Southbank,5,3,3,2,Southbank,expensive,144.9636781,-37.8240969
819958485894363520,15693548,Rēndy,Melbourne,Entire home/apt,480,1,8,2023-07-05,1.59,1,196,8,Loft in Docklands,5,3,3,2,Docklands,expensive,144.940729711639,-37.8142234197424
47556826,35372571,Andrew,Melbourne,Entire home/apt,479,2,28,2023-04-25,0.97,3,3,11,Townhouse in West Melbourne,4.96,4,4,1,North Melbourne,expensive,144.94667,-37.81097
40301998,46333372,Nate,Melbourne,Entire home/apt,475,2,8,2020-02-29,0.18,14,0,0,Rental unit in Southbank,4.25,3,6,2,Southbank,expensive,144.96113,-37.82195
51452652,404394902,Canvas,Melbourne,Entire home/apt,474,1,121,2023-08-21,5.04,7,104,52,Rental unit in Melbourne,4.55,2,2,2.5,Melbourne,expensive,144.95653,-37.81985
27797667,207778250,Stay Casa,Melbourne,Entire home/apt,473,1,266,2023-08-20,4.34,14,46,62,Rental unit in Melbourne,4.8,3,7,2,Melbourne,expensive,144.96142,-37.80879
43089801,342850329,Quest Docklands,Melbourne,Entire home/apt,473,1,3,2022-11-05,0.13,5,153,1,Serviced apartment in Docklands,4,2,2,2,Docklands,expensive,144.94675,-37.8176
733694152059747584,482832650,Angel,Melbourne,Entire home/apt,473,2,7,2023-05-17,0.67,1,345,7,Condo in Docklands,4.86,2,2,2,Docklands,expensive,144.941944330931,-37.8211627891171
39180973,214181570,Chris,Melbourne,Entire home/apt,470,1,20,2020-02-22,0.42,1,0,0,Rental unit in Southbank,4.85,3,3,2.5,Southbank,expensive,144.95734,-37.82621
43208166,343885397,Melbourne Private Apartments,Melbourne,Entire home/apt,468,1,26,2023-06-16,0.64,5,325,5,Rental unit in Docklands,4.77,3,4,2,Docklands,expensive,144.94159,-37.82101
47117576,380714977,Mary,Melbourne,Entire home/apt,468,2,108,2023-08-23,3.27,1,243,42,Rental unit in Southbank,4.98,3,4,2,Southbank,expensive,144.95685,-37.82605
811973384175550208,200909382,Steve And Janet,Melbourne,Entire home/apt,468,3,5,2023-06-25,0.84,45,337,5,Rental unit in Docklands,5,3,4,2,Docklands,expensive,144.943563148714,-37.8200091243222
11752599,10190138,Tony,Melbourne,Entire home/apt,465,1,75,2023-08-01,0.83,66,233,11,Rental unit in Southbank,4.79,3,8,2,Southbank,expensive,144.960372924805,-37.8241577148438
22555539,30669289,Lili,Melbourne,Entire home/apt,465,2,28,2022-10-25,0.41,1,288,1,Rental unit in Melbourne,5,2,2,1,Melbourne,expensive,144.95647,-37.8202
47482978,19713441,Sharon,Melbourne,Entire home/apt,465,2,13,2023-07-25,0.43,2,292,6,Rental unit in Melbourne,5,2,3,2,Melbourne,expensive,144.97104,-37.81608
925018715970414336,137278159,Likehome,Melbourne,Entire home/apt,465,2,4,2023-07-30,2.03,11,82,4,Rental unit in Docklands,5,3,3,2,Port Melbourne Industrial,expensive,144.935870746536,-37.8232917525158
637815882274393216,179307723,Brad,Melbourne,Entire home/apt,464,1,26,2023-08-12,1.76,1,344,21,Serviced apartment in Docklands,5,2,2,2,Docklands,expensive,144.94121,-37.81978
693013447466676992,474895733,Rosemary,Melbourne,Entire home/apt,464,2,14,2023-04-03,1.14,1,86,13,Condo in East Melbourne,5,2,2,1,East Melbourne,expensive,144.98917,-37.81496
753929990314332928,29193517,Zitian,Melbourne,Entire home/apt,463,2,29,2023-08-26,3.32,5,100,29,Serviced apartment in Melbourne,5,3,3,2,Melbourne,expensive,144.97075,-37.80762
903292591088186368,55324450,Bruce,Melbourne,Entire home/apt,463,2,4,2023-08-18,1.82,63,251,4,Rental unit in Southbank,4,3,5,2,Southbank,expensive,144.9621558,-37.8239931
847390215902041856,157873105,Aaron,Melbourne,Entire home/apt,461,3,10,2023-08-14,2.05,50,62,10,Rental unit in Southbank,4.5,4,6,3,Southbank,expensive,144.961563577744,-37.8241891905919
22849438,23793227,Richard,Melbourne,Entire home/apt,460,2,56,2023-08-07,1.66,1,173,26,Townhouse in West Melbourne,4.98,3,4,2,North Melbourne,expensive,144.94647,-37.80853
29281325,167932324,Jacqui,Melbourne,Entire home/apt,460,4,20,2023-03-02,0.34,1,290,2,Townhouse in Carlton,4.95,2,2,1.5,Melbourne,expensive,144.96679,-37.80736
10970191,10190138,Tony,Melbourne,Entire home/apt,459,1,46,2020-01-25,0.51,66,0,0,Rental unit in Southbank,4.91,3,9,2.5,Southbank,expensive,144.966354370117,-37.8227272033691
39779290,184910986,Zus,Melbourne,Entire home/apt,459,1,7,2022-07-17,0.18,6,331,0,Serviced apartment in Docklands,4,Studio,2,2,Docklands,expensive,144.94234,-37.82046
617511028886768512,343442154,Advante Homes,Melbourne,Entire home/apt,458,2,19,2023-08-02,1.3,154,134,13,Rental unit in Melbourne,4.63,3,6,2,Melbourne,expensive,144.96824,-37.80908
43069946,255670843,Australia One Zero Eight,Melbourne,Entire home/apt,456,1,4,2022-10-06,0.12,2,0,1,Serviced apartment in Southbank,3,2,2,2,Southbank,expensive,144.96407,-37.82324
46495889,46333372,Nate,Melbourne,Entire home/apt,456,2,6,2021-05-09,0.18,14,0,0,Aparthotel in Southbank,4.83,3,7,2,Southbank,expensive,144.96178,-37.82545
807470551171815808,350602650,Jiao,Melbourne,Entire home/apt,455,1,15,2023-08-12,2.13,11,115,15,Rental unit in Melbourne,4.8,3,7,2,Docklands,expensive,144.95125664187,-37.815145916188
7921063,41766844,Lyn,Melbourne,Entire home/apt,451,2,35,2021-12-17,0.38,9,180,0,Rental unit in Docklands,4.7,3,4,2,Docklands,expensive,144.94232,-37.81423
35130942,118257022,Joseph,Melbourne,Entire home/apt,450,3,36,2023-01-23,0.7,11,0,1,Rental unit in Docklands,4.81,3,3,2,Docklands,expensive,144.94126,-37.81282
44234742,76703151,Irene,Melbourne,Entire home/apt,450,2,95,2023-09-02,3.17,9,229,46,Rental unit in Melbourne,4.97,3,3,2.5,Melbourne,expensive,144.97036,-37.81242
48317001,389983190,Sarah,Melbourne,Entire home/apt,450,2,45,2023-08-27,2.09,1,155,23,Rental unit in Docklands,4.73,3,3,2,Docklands,expensive,144.94254,-37.81329
46857552,32316995,Yong,Melbourne,Entire home/apt,448,2,145,2023-08-15,4.36,14,125,45,Rental unit in Melbourne,4.9,3,3,2,Melbourne,expensive,144.960449,-37.808453
4896250,11528623,Andy,Melbourne,Private room,447,1,7,2015-06-03,0.07,1,0,0,Loft in North Melbourne,4.6,1,1,2,North Melbourne,expensive,144.94177,-37.80235
27530354,48836220,Audrey - Travelling Tribes,Melbourne,Entire home/apt,447,2,103,2023-09-02,1.69,1,202,29,Rental unit in Southbank,4.94,3,3,2,Southbank,expensive,144.95813,-37.8271
43073131,342469120,Punthill,Melbourne,Entire home/apt,447,1,21,2022-09-25,0.62,8,353,2,Serviced apartment in Melbourne,4.05,1,3,1,Melbourne,expensive,144.9633,-37.81708
22419947,5138361,Bronnie And Neil,Melbourne,Entire home/apt,446,2,127,2023-08-16,1.84,10,64,30,Rental unit in Melbourne,4.81,3,4,3.5,Melbourne,expensive,144.96034,-37.81847
761250957029168768,394805238,Vincent,Melbourne,Entire home/apt,445,1,93,2023-08-21,9.65,26,104,93,Condo in Melbourne,4.9,3,5,2,Melbourne,expensive,144.9522856,-37.814564
935181441696295168,246455263,Laura,Melbourne,Entire home/apt,442,999,4,2023-08-27,4,1,336,4,Rental unit in Southbank,5,2,2,2,Southbank,expensive,144.963648611071,-37.824178036363
48793910,207778250,Stay Casa,Melbourne,Entire home/apt,441,1,86,2023-08-20,2.94,14,49,44,Rental unit in Melbourne,4.79,3,8,2,Melbourne,expensive,144.96712,-37.80933
655555320629401344,99665423,Isabel,Melbourne,Entire home/apt,441,2,14,2023-01-02,0.98,1,0,13,Rental unit in Southbank,4.57,2,2,1,Southbank,expensive,144.96276,-37.82265
704784875124548608,116764418,Gerry,Melbourne,Entire home/apt,440,2,41,2023-08-19,3.49,1,154,41,Rental unit in West Melbourne,5,3,3,2,North Melbourne,expensive,144.95009,-37.81064
32706949,29406728,Lenny,Melbourne,Entire home/apt,439,2,118,2023-08-27,2.17,5,272,63,Rental unit in Melbourne,4.71,3,5,2,Melbourne,expensive,144.96542,-37.81118
856184569892202240,488705154,Roniee,Melbourne,Entire home/apt,439,2,16,2023-09-03,3.53,1,0,16,Rental unit in Melbourne,4.47,3,4,2,Melbourne,expensive,144.9612861,-37.8088155
779855153866007296,482431056,Sean,Melbourne,Entire home/apt,435,1,9,2023-02-25,1.02,3,0,9,Rental unit in Melbourne,5,2,2,2,Melbourne,expensive,144.9540473,-37.8133028
897295504206040448,111344911,Leon,Melbourne,Entire home/apt,435,2,10,2023-08-27,3.45,37,38,10,Rental unit in Melbourne,4.9,4,4,2,Melbourne,expensive,144.9602708,-37.8072623
2106830,10741024,Robert,Melbourne,Entire home/apt,434,5,150,2023-07-03,1.36,1,217,24,Home in Carlton,4.92,3,4,1.5,Carlton,expensive,144.9684,-37.79619
869802240905793792,509848384,Yangyan,Melbourne,Entire home/apt,434,2,12,2023-08-20,2.71,2,55,12,Rental unit in Southbank,4.92,3,5,2,Southbank,expensive,144.9639272,-37.8229226
40429733,265055892,Quest,Melbourne,Entire home/apt,432,1,8,2022-07-10,0.19,4,309,0,Serviced apartment in Melbourne,4.88,2,2,2,South Yarra - West,expensive,144.97817,-37.84321
53632315,55324450,Bruce,Melbourne,Entire home/apt,432,1,67,2023-07-26,3.2,63,322,29,Rental unit in Docklands,4.31,2,5,2,Docklands,expensive,144.94804,-37.81949
776644511458831232,111344911,Leon,Melbourne,Entire home/apt,432,2,35,2023-08-27,4.15,37,77,35,Rental unit in Docklands,4.74,3,3,2,Docklands,expensive,144.942266866565,-37.8206397228262
22576106,28024122,David,Melbourne,Entire home/apt,430,2,160,2023-08-27,2.34,1,144,47,Rental unit in East Melbourne,4.79,3,4,3.5,East Melbourne,expensive,144.98705,-37.81156
53578237,9493986,Simon,Melbourne,Entire home/apt,429,2,32,2023-08-14,1.58,1,161,17,Home in Parkville,4.84,4,5,2.5,Parkville,expensive,144.94191,-37.77637
901295513033975040,9510598,Alix And Taj,Melbourne,Entire home/apt,429,1,7,2023-08-14,2.5,39,293,7,Rental unit in Southbank,5,3,4,2,Southbank,expensive,144.96129,-37.82189
26513120,46333372,Nate,Melbourne,Entire home/apt,428,2,30,2020-03-22,0.49,14,0,0,Rental unit in Southbank,4.57,3,5,2,Southbank,expensive,144.96265,-37.82258
31992632,239870065,Isabella,Melbourne,Entire home/apt,428,4,24,2020-03-14,0.43,1,0,0,Rental unit in Melbourne,4.96,1,2,1,Melbourne,expensive,144.95298,-37.81454
759149528689205504,303596830,Dave,Melbourne,Entire home/apt,426,2,8,2023-08-12,0.98,22,358,8,Rental unit in Southbank,4.63,3,3,2,Southbank,expensive,144.9651,-37.82686
53800080,54942603,Tim,Melbourne,Entire home/apt,425,2,94,2023-08-26,4.57,1,298,56,Rental unit in Melbourne,4.95,2,2,1,Melbourne,expensive,144.973358,-37.814732
701075845680088448,244581069,Devansh,Melbourne,Entire home/apt,421,3,31,2023-09-01,2.59,4,338,31,Rental unit in Docklands,4.45,2,2,2,Docklands,expensive,144.93929,-37.81522
51659361,40199455,Ruqaya,Melbourne,Entire home/apt,420,2,19,2023-08-20,2.06,1,218,19,Rental unit in Melbourne,5,3,4,2,Melbourne,expensive,144.96132,-37.80737
695189300551729664,463290780,Imran,Melbourne,Entire home/apt,420,7,59,2023-08-27,4.82,4,326,58,Townhouse in East Melbourne,5,3,4,2,East Melbourne,expensive,144.98209,-37.81605
16265452,81575248,Peter,Melbourne,Entire home/apt,419,1,204,2023-09-03,2.51,2,272,39,Loft in Southbank,4.95,3,3,2,Southbank,expensive,144.96875,-37.82674
686434477327124736,272399858,Deb,Melbourne,Entire home/apt,418,2,13,2023-08-11,2.15,1,347,13,Condo in Southbank,5,3,3,2,Southbank,expensive,144.964335082792,-37.8263680440543
21941600,159278017,Spencer Street Apartments,Melbourne,Entire home/apt,416,2,74,2022-05-26,1.05,5,90,0,Rental unit in West Melbourne,4.91,2,3,2,North Melbourne,expensive,144.95122,-37.80941
40597475,314242469,Renee,Melbourne,Entire home/apt,416,1,65,2023-06-11,2.24,2,249,13,Serviced apartment in Southbank,4.62,2,2,2,Southbank,expensive,144.96932,-37.82895
840308583947385344,421322228,Parsapartments,Melbourne,Entire home/apt,414,3,4,2023-08-07,0.84,5,306,4,Rental unit in Docklands,5,3,3,2,Melbourne,expensive,144.966750639783,-37.8185386662013
584631946311831168,279001183,MadeComfy,Melbourne,Entire home/apt,413,1,14,2023-05-03,0.81,250,337,5,Rental unit in Melbourne,4.36,2,2,2,Melbourne,expensive,144.96422,-37.81726
36852738,105280981,Ben,Melbourne,Entire home/apt,412,1,175,2023-08-14,3.51,3,358,25,Rental unit in Melbourne,4.35,2,2,2,Melbourne,expensive,144.95647,-37.8202
16846570,111203559,Julie,Melbourne,Entire home/apt,411,5,115,2023-08-23,1.46,2,45,30,Rental unit in Southbank,4.88,3,6,2,Southbank,expensive,144.95675,-37.82734
717136136193158656,24629278,Evan,Melbourne,Entire home/apt,410,3,3,2023-04-06,0.38,1,235,3,Rental unit in Melbourne,4,3,3,1,Melbourne,expensive,144.97118,-37.80902
19001525,3047169,Erika & Chris,Melbourne,Entire home/apt,409,2,79,2023-07-14,1.11,1,272,30,Townhouse in Richmond,4.9,3,4,1,East Melbourne,expensive,144.99021,-37.81359
39757802,305392868,Flagstaff Green Apartments,Melbourne,Entire home/apt,409,2,13,2022-10-26,0.28,4,180,1,Rental unit in West Melbourne,4.54,2,3,2,North Melbourne,expensive,144.9532,-37.81117
739392311894876288,483906299,Aspire,Melbourne,Entire home/apt,409,1,21,2023-07-04,2.16,3,364,21,Serviced apartment in Melbourne,4.71,1,1,1,Melbourne,expensive,144.953996542328,-37.8132921
816845990392515328,526140891,AirKeeper,Melbourne,Entire home/apt,409,2,18,2023-08-26,2.62,36,300,18,Rental unit in Southbank,4.89,3,4,2,Southbank,expensive,144.95633,-37.82709
853806840640632832,394805238,Vincent,Melbourne,Entire home/apt,408,1,48,2023-09-01,9.06,26,294,48,Rental unit in Melbourne,4.88,3,5,2,Melbourne,expensive,144.9527,-37.8159
910474149197086720,394805238,Vincent,Melbourne,Entire home/apt,408,1,19,2023-08-27,7.12,26,139,19,Rental unit in Melbourne,5,3,5,2,Melbourne,expensive,144.953325634304,-37.8132719527848
40352829,18249538,Joanna,Melbourne,Entire home/apt,407,2,3,2023-04-02,0.07,1,8,1,Condo in East Melbourne,5,1,1,1,Southbank,expensive,144.968161647929,-37.8271508666346
720070309384707072,60847138,Kevin,Melbourne,Entire home/apt,407,3,20,2023-08-09,1.75,2,298,20,Rental unit in Southbank,4.75,3,3,2,Southbank,expensive,144.957072325051,-37.8258228499169
843670772412416640,111344911,Leon,Melbourne,Entire home/apt,407,2,10,2023-08-19,1.97,37,80,10,Rental unit in Melbourne,4.9,3,4,2,Melbourne,expensive,144.9695553,-37.8081563
3966224,20378364,Vikki,Melbourne,Entire home/apt,405,45,14,2023-02-03,0.13,1,339,2,Rental unit in East Melbourne,5,3,4,2,East Melbourne,expensive,144.97993,-37.81866
19334912,5509214,Adrian,Melbourne,Entire home/apt,405,2,83,2023-08-05,1.13,1,236,21,Rental unit in Southbank,4.84,3,3,2,Southbank,expensive,144.96223,-37.8245
11971652,279001183,MadeComfy,Melbourne,Entire home/apt,404,1,136,2023-08-13,1.51,250,339,10,Rental unit in Melbourne,4.55,2,2,1,Melbourne,expensive,144.96141,-37.81894
53639366,207778250,Stay Casa,Melbourne,Entire home/apt,403,1,63,2023-08-21,3,14,33,34,Rental unit in Melbourne,4.78,3,7,2,Melbourne,expensive,144.96322,-37.80773
5194806,760849,Boutique Stays Accommodation Group,Melbourne,Entire home/apt,402,5,10,2022-04-20,0.12,73,270,0,Rental unit in East Melbourne,4.8,2,2,1,East Melbourne,expensive,144.97803,-37.81742
31646352,42413816,Michelle,Melbourne,Entire home/apt,402,2,122,2023-08-27,2.2,1,158,31,Rental unit in Docklands,4.93,3,3,2,Docklands,expensive,144.942017,-37.814716
53868017,387672157,AnCal Super Hosts,Melbourne,Entire home/apt,401,3,25,2023-08-05,1.21,10,179,13,Rental unit in Melbourne,4.6,2,2,1,Melbourne,expensive,144.95347,-37.81393
698333741618300416,9510598,Alix And Taj,Melbourne,Entire home/apt,401,5,44,2023-08-19,3.67,39,237,44,Rental unit in Southbank,4.89,3,3,2,Southbank,expensive,144.95911,-37.8234
775596361515375104,490395144,Milos,Melbourne,Entire home/apt,401,1,34,2023-08-28,3.78,1,184,34,Rental unit in Southbank,4.97,2,3,1,Southbank,expensive,144.9626463,-37.8243289
10638246,7340813,Karen,Melbourne,Entire home/apt,400,4,3,2016-09-17,0.03,1,364,0,Rental unit in Melbourne,4.67,2,1,2,Melbourne,expensive,144.97005,-37.80854
23005834,30316484,Annemarie,Melbourne,Entire home/apt,400,3,7,2018-11-17,0.1,2,19,0,Rental unit in Melbourne,4.86,2,2,1,Carlton,expensive,144.96221,-37.80629
30195314,162451513,Tom,Melbourne,Entire home/apt,400,1,3,2019-01-17,0.05,1,56,0,Rental unit in Melbourne,3.67,2,3,1,Melbourne,expensive,144.96739,-37.80938
736328324587806208,279001183,MadeComfy,Melbourne,Entire home/apt,400,1,21,2023-08-06,2.07,250,266,21,Rental unit in Melbourne,4.81,3,6,2,Melbourne,expensive,144.96934,-37.81548
815691515302522624,498662994,Adrian,Melbourne,Entire home/apt,400,2,6,2023-07-09,0.97,1,167,6,Rental unit in Parkville,5,3,3,1.5,Parkville,expensive,144.957471,-37.786492
38192244,38896670,Lauren,Melbourne,Entire home/apt,399,2,68,2023-07-11,1.54,1,0,27,Townhouse in South Yarra,4.85,3,5,2,South Yarra - West,expensive,144.98437,-37.8331
48732351,10190138,Tony,Melbourne,Entire home/apt,399,1,3,2022-07-10,0.15,66,0,0,Rental unit in Southbank,4.33,3,9,2,Southbank,expensive,144.955932617188,-37.8270111083984
616294368974850048,456735033,Gary,Melbourne,Entire home/apt,399,1,4,2022-06-26,0.25,2,126,0,Boat in Docklands,4.25,1,2,1,Docklands,expensive,144.94226,-37.8145
885996353519773952,314923034,Yage,Melbourne,Entire home/apt,399,2,7,2023-08-29,3.13,2,148,7,Condo in Melbourne,5,3,3,2,Melbourne,expensive,144.9693999,-37.8082025
