address,latitude,created_date,longitude,organisation,classification,name,category,title,type,website,tree_common_name,tree_scientific_name,date_of_tree_planted,theme,sub_theme,geometry,location_id
"Argyle Square approximately 63m South of 18 Argyle Place North, Carlton, 3053",-37.8024440893138,2005,144.9658752846091,City of Melbourne,Unknown,Argyle Square Piazza,artworks,,,,,,,,,POINT (144.9658752846091 -37.8024440893138),112
"Approximately 9m SE of 30 Buncle Street, North Melbourne, 3051",-37.794904787706386,1995,144.94038350587135,City of Melbourne,Sculpture,Hotham Hill Pavement Inlay,artworks,,,,,,,,,POINT (144.94038350587135 -37.794904787706386),76
"Kings Domain approximately 73m East of Faculty Of The VCA & Music, Building 871, 204-234 St Kilda Road, Southbank, 3006",-37.82424172908065,2002,144.97098228796784,City of Melbourne,Memorials,Victoria Police Memorial,artworks,,,,,,,,,POINT (144.97098228796784 -37.82424172908065),28
"Kings Domain approximately 92m NE of Faculty Of The VCA & Music, Building 871, 204-234 St Kilda Road, Southbank, 3006",-37.82354894212269,1981,144.97082755442526,City of Melbourne,Sculpture,Walker Fountain,artworks,,,,,,,,,POINT (144.97082755442526 -37.82354894212269),28
"Kings Domain approximately 94m East of City of Melbourne, Kings Domain, Alexandra Avenue, Melbourne, 3004",-37.825371742115266,1999,144.9759001606588,City of Melbourne,Sculpture,Tilly Aston Bell,artworks,,,,,,,,,POINT (144.9759001606588 -37.825371742115266),110
"Shrine of Remembrance Reserve approximately 93m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.8294820320636,1935,144.9738584859447,City of Melbourne,Sculpture,Man with the Donkey (aka Private John Simpson and his Little Donkey),artworks,,,,,,,,,POINT (144.9738584859447 -37.8294820320636),115
"Council House 2 approximately 10m NW of Swensk, Shop 1, 230 Little Collins Street, Melbourne, 3000",-37.814157002700625,2006,144.96673361826416,City of Melbourne,Sculpture,CH2 Rooftop Landscape,artworks,,,,,,,,,POINT (144.96673361826416 -37.814157002700625),98
"Flagstaff Gardens approximately 82m NE of Haileybury City, Basement , Ground & Level 1-9, 383 King Street, West Melbourne, 3003",-37.81069512351951,1950,144.953685866683,City of Melbourne,Sculpture,Separation Memorial,artworks,,,,,,,,,POINT (144.953685866683 -37.81069512351951),132
Queen Victoria Gardens,-37.82105938009447,,144.969757416659,City of Melbourne,Sculpture,Apollo Belvedere,artworks,,,,,,,,,POINT (144.969757416659 -37.82105938009447),28
Queen Victoria Gardens,-37.821240390015305,c1936,144.97076945357304,City of Melbourne,Memorials,Domed Drinking Fountain,artworks,,,,,,,,,POINT (144.97076945357304 -37.821240390015305),28
Alexandra Park,-37.819570574442366,1974,144.97182443644516,City of Melbourne,Memorials,Black Swan Memorial Drinking Fountain,artworks,,,,,,,,,POINT (144.97182443644516 -37.819570574442366),7
Parliament Reserve,-37.81002307787697,c2007,144.97364211216924,City of Melbourne,Sculpture,Pastor Sir Doug Nicholls and Lady Gladys Nicholls,artworks,,,,,,,,,POINT (144.97364211216924 -37.81002307787697),40
"Fitzroy Gardens approximately 54m NW of Grandpa Giuseppe, Ground, 158 Clarendon Street, East Melbourne, 3002",-37.811543500644426,1863,144.9829508862324,City of Melbourne,Memorials,Grey Street Fountain,artworks,,,,,,,,,POINT (144.9829508862324 -37.811543500644426),94
Queen Victoria Gardens,-37.82148770181237,1973,144.9711947232973,City of Melbourne,Sculpture,The Genie,artworks,,,,,,,,,POINT (144.9711947232973 -37.82148770181237),28
Channel 7 Melbourne Broad Cast Centre,-37.81569486070456,2000,144.9462026449502,VicUrban,Sculpture,Art Wall,artworks,,,,,,,,,POINT (144.9462026449502 -37.81569486070456),78
"National@Docklands approximately 64m North of National Australia Bank, 808 Bourke Street, Docklands, 3008",-37.818843311029966,2006,144.94506762996465,VicUrban,Sculpture,Aqualung,artworks,,,,,,,,,POINT (144.94506762996465 -37.818843311029966),10
,-37.78930375418185,1938,144.97217890820102,City of Melbourne,Memorials,Brunton Drinking Fountain East,artworks,,,,,,,,,POINT (144.97217890820102 -37.78930375418185),50
"Franklin Street between Victoria Street and Swanston Street approximately 38m SW of Royal Melbourne Institute Of Technology, 80-92 Victoria Street, Carlton, 3053",-37.80700265749862,2016,144.9645692680851,City of Melbourne,Sculpture,Standing by Tunnerminnerwait and Maulboyheenner,artworks,,,,,,,,,POINT (144.9645692680851 -37.80700265749862),61
"Federation Square approximately 42m North of Deakin Edge Theatre at Fed Square, Deakin Edge, Federation Square, 2 Swanston Street, Melbourne, 3000",-37.817969059842106,2003,144.96906199923544,Federation Square,Unknown,Nearamnew,artworks,,,,,,,,,POINT (144.96906199923544 -37.817969059842106),119
"Shrine of Remembrance Reserve approximately 42m SW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.83028190715433,1998,144.9743398250947,City of Melbourne,Sculpture,Widow and Children,artworks,,,,,,,,,POINT (144.9743398250947 -37.83028190715433),129
Hardy Reserve,-37.78528747283689,1910,144.96619001850792,City of Melbourne,Memorials,Councillor William Cook Memorial Drinking Fountain,artworks,,,,,,,,,POINT (144.96619001850792 -37.78528747283689),44
"Footscray Road between Dock Link Road and Sims Street approximately 62m East of 717 Footscray Road, West Melbourne, 3003",-37.8067376454504,1941,144.90868793767592,City of Melbourne,Sculpture,Port Philip Monument,artworks,,,,,,,,,POINT (144.90868793767592 -37.8067376454504),85
"Therry Street between Elizabeth Street and Queen Street approximately 16m North of Rear, 93 Therry Street, Melbourne, 3000",-37.80725189160194,1995,144.95923056581196,City of Melbourne,Sculpture,Wind Contrivance,artworks,,,,,,,,,POINT (144.95923056581196 -37.80725189160194),49
"Fitzroy Gardens approximately 55m SE of Maintenance Sheds, St Patricks Cathedral, 7 Lansdowne Street, East Melbourne, 3002",-37.811023513897744,1978-1979,144.9783891748421,City of Melbourne,Sculpture,People''''''''s Path,artworks,,,,,,,,,POINT (144.9783891748421 -37.811023513897744),94
Fitzroy Gardens,-37.81212180360231,c1900,144.97970323398684,City of Melbourne,Sculpture,Boy and Urn,artworks,,,,,,,,,POINT (144.97970323398684 -37.81212180360231),94
"Victoria Market Reserve approximately 22m West of Complex Training Academy, Gnd & Mezz, 400 Queen Street, Melbourne, 3000",-37.809326424568866,2003,144.95805722764143,City of Melbourne,Sculpture,Island Wave,artworks,,,,,,,,,POINT (144.95805722764143 -37.809326424568866),51
"Enterprize Park approximately 54m South of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.82024605773942,1996,144.96066253110223,City of Melbourne,Sculpture,Constellation,artworks,,,,,,,,,POINT (144.96066253110223 -37.82024605773942),14
"Flagstaff Gardens approximately 46m South of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.81031620582498,,144.9549375102993,City of Melbourne,Horology,Sundial,artworks,,,,,,,,,POINT (144.9549375102993 -37.81031620582498),109
"Exhibition Building & Melbourne Museum approximately 96m West of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053",-37.80474430914415,1914,144.97245207113764,City of Melbourne,Sculpture,Dr Louis Smith,artworks,,,,,,,,,POINT (144.97245207113764 -37.80474430914415),40
"City Square approximately 11m SW of Dior, 209 Collins Street, Melbourne, 3000",-37.815522370963386,2000,144.96699434684948,City of Melbourne,Sculpture,John Mockridge Fountain,artworks,,,,,,,,,POINT (144.96699434684948 -37.815522370963386),65
"Shrine of Remembrance Reserve approximately 71m North of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, Melbourne, 3004",-37.8323774586129,1934,144.9729342609244,City of Melbourne,Memorials,Macpherson Robertson Fountain,artworks,,,,,,,,,POINT (144.9729342609244 -37.8323774586129),128
"Kings Domain South approximately 36m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.82975546446717,1965,144.97441978122478,City of Melbourne,Sculpture,Edward George Honey Memorial,artworks,,,,,,,,,POINT (144.97441978122478 -37.82975546446717),115
"150 Collins Street approximately 6m West of Victorian Chamber Of Commerce And Industry, Ground, Pt Lvl 2 & Level 3, 150 Collins Street, Melbourne, 3000",-37.814805087629836,1995,144.96838103517445,City of Melbourne,Sculpture,Another View Site 17,artworks,,,,,,,,,POINT (144.96838103517445 -37.814805087629836),98
"Fitzroy Gardens approximately 41m NW of Holy Trinity Anglican Church, 72-80 Clarendon Street, East Melbourne, 3002",-37.81384199949477,1936,144.98275871683995,City of Melbourne,Sculpture,Mermaid and Fish,artworks,,,,,,,,,POINT (144.98275871683995 -37.81384199949477),94
"Bourke Street between Russell Street and Swanston Street approximately 12m West of Vodafone, Shop 1-3, Ground, 255-267 Bourke Street, Melbourne, 3000",-37.813524890597556,1998,144.96591286716105,City of Melbourne,Sculpture,Electric Supply Box D,artworks,,,,,,,,,POINT (144.96591286716105 -37.813524890597556),45
"City Square approximately 11m South of Three Below, Shop 3, 207 Collins Street, Melbourne, 3000",-37.81613995849352,2000,144.9673081996758,City of Melbourne,Sculpture,Looking Glass,artworks,,,,,,,,,POINT (144.9673081996758 -37.81613995849352),65
"Approximately 29m NW of 43 Wurundjeri Way, Docklands, 3008",-37.81960598167001,2003,144.9513254111904,VicUrban,Unknown,Parallax,artworks,,,,,,,,,POINT (144.9513254111904 -37.81960598167001),9
Flinders & Spencer Street Reserve,-37.82090066454161,2013,144.95469275536306,City of Melbourne,,Raising the Rattler Pole,artworks,,,,,,,,,POINT (144.95469275536306 -37.82090066454161),23
Carlton Gardens South,-37.80545677024263,1880,144.97136832705928,City of Melbourne,Sculpture,Exhibition Fountain,artworks,,,,,,,,,POINT (144.97136832705928 -37.80545677024263),40
"Docklands Park approximately 71m East of 72 Geographe Street, Docklands, 3008",-37.82023232968245,2004,144.94632509501722,City of Melbourne,Sculpture,Reed Vessel,artworks,,,,,,,,,POINT (144.94632509501722 -37.82023232968245),10
"Exhibition Building & Melbourne Museum approximately 28m South of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053",-37.80509129697919,c1888,144.97341733159385,City of Melbourne,Memorials,Westgarth Drinking Fountain,artworks,,,,,,,,,POINT (144.97341733159385 -37.80509129697919),40
"Approximately 46m NW of 74 Canning Street, North Melbourne, 3051",-37.79535266830282,1995,144.9406873459674,City of Melbourne,Sculpture,Bird Panels,artworks,,,,,,,,,POINT (144.9406873459674 -37.79535266830282),76
"Lincoln Square approximately 51m NW of Yahveh Asian Grocery, 600 Swanston Street, Carlton, 3053",-37.802484110270704,2003,144.9632428416034,City of Melbourne,Sculpture,Bali Memorial,artworks,,,,,,,,,POINT (144.9632428416034 -37.802484110270704),54
"Swanston Street between Flinders Lane and Collins Street approximately 25m NW of A Prickly Affair, City Pillar, 74 Swanston Street, Melbourne, 3000",-37.81563369944254,1865,144.96670400596955,City of Melbourne,Sculpture,Burke and Wills Monument,artworks,,,,,,,,,POINT (144.96670400596955 -37.81563369944254),65
"Life Lab approximately 9m NE of NBN, Ground & Lvls 1-2 & 4, 192 Harbour Esplanade, Docklands, 3008",-37.81430288960753,2008,144.94495681027365,VicUrban,Sculpture,Colony,artworks,,,,,,,,,POINT (144.94495681027365 -37.81430288960753),78
Chinatown Plaza,-37.81114211029683,2011,144.96928691505966,,Sculpture,Dr Sun Yat Sen,artworks,,,,,,,,,POINT (144.96928691505966 -37.81114211029683),20
"Council House approximately 13m NE of Up There, 208 Little Collins Street, Melbourne, 3000",-37.81405489268127,1970,144.96733869785558,City of Melbourne,Sculpture,Australia Today and Tomorrow,artworks,,,,,,,,,POINT (144.96733869785558 -37.81405489268127),98
"Birrarung Marr approximately 97m South of Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81891097559535,1936,144.97302122652613,City of Melbourne,Memorials,Stapley Memorial Drinking Fountain,artworks,,,,,,,,,POINT (144.97302122652613 -37.81891097559535),127
"Royal Park approximately 26m SW of Mar Thoma Syrian Church Australia, 149 Royal Parade, Parkville, 3052",-37.791550224794335,1925,144.95808647651077,City of Melbourne,Memorials,Parkville Diggers Memorial (WWI Memorial),artworks,,,,,,,,,POINT (144.95808647651077 -37.791550224794335),121
"Newquay Central approximately 56m North of Almina @ Docklands, 106 Newquay Promenade, Docklands, 3008",-37.81528506774349,2006,144.9387694921899,VicUrban,Sculpture,Walk of Stars,artworks,,,,,,,,,POINT (144.9387694921899 -37.81528506774349),11
"St Kilda Road between Southbank Boulevard and Grant Street approximately 67m North of Faculty Of The VCA & Music, Building 871, 204-234 St Kilda Road, Southbank, 3006",-37.823612183804784,1908,144.97041853309003,,Sculpture,Edmund FitzGibbon Memorial,artworks,,,,,,,,,POINT (144.97041853309003 -37.823612183804784),28
"Costco approximately 92m North of Nando's, Ground, 1 Star Circus, Docklands, 3008",-37.8113298032748,2009,144.93795521998828,VicUrban,Sculpture,Heavy Metal Jam Session,artworks,,,,,,,,,POINT (144.93795521998828 -37.8113298032748),11
Queen Victoria Gardens,-37.822028087763435,1974,144.97035525342713,City of Melbourne,Sculpture,The Pathfinder,artworks,,,,,,,,,POINT (144.97035525342713 -37.822028087763435),28
"Digital Drive approximately 64m NW of O-Bento, Shop 2, Ground, 990 La Trobe Street, Docklands, 3008",-37.81394408497868,2012,144.94655537163678,,Unknown,Structure of Vortices,artworks,,,,,,,,,POINT (144.94655537163678 -37.81394408497868),78
Sidney Myer Music Bowl,-37.824013514390046,1964,144.97415155124347,City of Melbourne,Sculpture,Miraggio [also known as Seated Figure],artworks,,,,,,,,,POINT (144.97415155124347 -37.824013514390046),110
"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 49m East of Melbourne Central Station, 183-201 La Trobe Street, Melbourne, 3000",-37.80982754352814,1992,144.9640460882066,City of Melbourne,Sculpture,Architectural Fragment,artworks,,,,,,,,,POINT (144.9640460882066 -37.80982754352814),66
Riverside Quay Reserve,-37.82115251478746,1996,144.96423807327005,City of Melbourne,Sculpture,Faultline,artworks,,,,,,,,,POINT (144.96423807327005 -37.82115251478746),35
Exhibition Building & Melbourne Museum,-37.80376916863335,1997,144.97213425650625,City of Melbourne,Sculpture,Lie of the Land,artworks,,,,,,,,,POINT (144.97213425650625 -37.80376916863335),37
Royal Park,-37.78892811780881,1890,144.95605810687638,City of Melbourne,Sculpture,Burke & Wills Cairn,artworks,,,,,,,,,POINT (144.95605810687638 -37.78892811780881),121
"Queensbridge Square approximately 16m NE of Sandridge Rail Bridge, Southbank, 3006",-37.82007937885384,2005,144.96296054938466,City of Melbourne,Sculpture,The Travellers,artworks,,,,,,,,,POINT (144.96296054938466 -37.82007937885384),14
Queen Victoria Gardens,-37.822153249778246,1973,144.9709506469274,City of Melbourne,Sculpture,The Phoenix,artworks,,,,,,,,,POINT (144.9709506469274 -37.822153249778246),28
"Treasury Gardens approximately 10m East of 2-18 Spring Street, East Melbourne, 3002",-37.8143735830792,1903,144.974719996297,City of Melbourne,Sculpture,Robert Burns Memorial,artworks,,,,,,,,,POINT (144.974719996297 -37.8143735830792),75
"Flagstaff Gardens approximately 38m South of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.81026398841038,1930,144.9550390225417,City of Melbourne,Sculpture,The Court Favourite,artworks,,,,,,,,,POINT (144.9550390225417 -37.81026398841038),109
"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 31m NE of Unit 1102, 339 Swanston Street, Melbourne, 3000",-37.81009689038864,1992,144.96416511332632,City of Melbourne,Sculpture,Painted Poles 1 [State Library of Victoria],artworks,,,,,,,,,POINT (144.96416511332632 -37.81009689038864),66
"Flagstaff Gardens approximately 88m NE of Haileybury City, Basement , Ground & Level 1-9, 383 King Street, West Melbourne, 3003",-37.810801354472574,1871,144.95395452560433,City of Melbourne,Sculpture,Pioneer Monument,artworks,,,,,,,,,POINT (144.95395452560433 -37.810801354472574),132
"Lygon Street between Faraday Street and Elgin Street approximately 7m North of Heartattack and Vine, 329 Lygon Street, Carlton, 3053",-37.79759910577447,1981,144.96730652384852,City of Melbourne,Memorials,Dinny O''''Hearn Fountain,artworks,,,,,,,,,POINT (144.96730652384852 -37.79759910577447),50
"Queen Victoria Market approximately 20m South of Market Espresso & Trolley Hire, Trolley Hire, Queen Victoria Market, Victoria Street, Melbourne, 3000",-37.80813550681884,1881,144.95764591736565,City of Melbourne,Sculpture,John Batman Memorial,artworks,,,,,,,,,POINT (144.95764591736565 -37.80813550681884),51
"Swanston Street between Bourke Street and Little Bourke Street approximately 7m NE of Haigh's Chocolates, Shop 6, 201 Swanston Street, Melbourne, 3000",-37.81295406528951,1992,144.96526492561978,City of Melbourne,Sculpture,Personal Islands,artworks,,,,,,,,,POINT (144.96526492561978 -37.81295406528951),1
"Princes Park approximately 93m West of Princes Park Carlton Bowls Club, Princes Park, 109 Bowen Crescent, Carlton North, 3054",-37.77886822107428,1995,144.9611151855207,City of Melbourne,Sculpture,Within Three Worlds,artworks,,,,,,,,,POINT (144.9611151855207 -37.77886822107428),44
"Enterprize Park approximately 54m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",-37.82010166444847,2001,144.9594543545535,City of Melbourne,Indigenous,Scar - A Stolen Vision,artworks,,,,,,,,,POINT (144.9594543545535 -37.82010166444847),131
"Harbour Esplanade between Bourke Street and La Trobe Street approximately 71m NW of 119-129 Harbour Esplanade, Docklands, 3008",-37.81712234813621,2000,144.9452797351126,City of Melbourne,Sculpture,Cow Up A Tree,artworks,,,,,,,,,POINT (144.9452797351126 -37.81712234813621),10
"Caravel Lane between Rakaia Way and Dopel Way approximately 4m NE of Lexy Group, 37 Caravel Lane, Docklands, 3008",-37.81452431106299,2006,144.9406088500888,VicUrban,Unknown,Ned and Dan,artworks,,,,,,,,,POINT (144.9406088500888 -37.81452431106299),11
"Fitzroy Gardens approximately 47m NW of Holy Trinity Anglican Church, 72-80 Clarendon Street, East Melbourne, 3002",-37.81376751528837,1936,144.9827717629652,City of Melbourne,Sculpture,Boy and Pelican,artworks,,,,,,,,,POINT (144.9827717629652 -37.81376751528837),94
"Jeffcott Street between Spencer Street and King Street approximately 12m North of Committo, Unit 501-502, 7 Jeffcott Street, West Melbourne, 3003",-37.81147505688505,1995,144.95316544392688,City of Melbourne,Sculpture,City Living,artworks,,,,,,,,,POINT (144.95316544392688 -37.81147505688505),132
"Intersection of Spring Street and Bourke Street approximately 21m South of Victorian Parliament, 160 Spring Street, East Melbourne, 3002",-37.81129433750379,1994,144.97316901010473,City of Melbourne,Sculpture,Another View Site 1,artworks,,,,,,,,,POINT (144.97316901010473 -37.81129433750379),40
"Swanston Street between Collins Street and Little Collins Street approximately 25m NE of Chatime, Shop 7, Ground, 101 Swanston Street, Melbourne, 3000",-37.81510417049893,1992,144.96646930561022,City of Melbourne,Sculpture,Coat of Arms,artworks,,,,,,,,,POINT (144.96646930561022 -37.81510417049893),4
Kings Domain,-37.825114779701025,1934,144.97607623602647,City of Melbourne,Memorials,Pioneer Women''''''''s Memorial,artworks,,,,,,,,,POINT (144.97607623602647 -37.825114779701025),110
"Fitzroy Gardens approximately 89m NW of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81371709478504,c1933,144.98014070275568,City of Melbourne,Memorials,Waterfall Fountain,artworks,,,,,,,,,POINT (144.98014070275568 -37.81371709478504),94
Argyle Square,-37.802834190764166,1915,144.96638556021273,City of Melbourne,Memorials,William Ievers (Snr) Memorial Drinking Fountain,artworks,,,,,,,,,POINT (144.96638556021273 -37.802834190764166),37
"Fitzroy Gardens approximately 68m East of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002",-37.81407567751222,1975,144.9785602548242,City of Melbourne,Sculpture,Mary Gilbert Memorial,artworks,,,,,,,,,POINT (144.9785602548242 -37.81407567751222),95
Railway Viewing Platform,-37.80881692877836,1994,144.94368830128568,City of Melbourne,Sculpture,Railway Viewing Platform,artworks,,,,,,,,,POINT (144.94368830128568 -37.80881692877836),77
"Fitzroy Gardens approximately 74m East of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002",-37.81387432873141,c1900,144.9785955087628,City of Melbourne,Memorials,Conservatory Fountain,artworks,,,,,,,,,POINT (144.9785955087628 -37.81387432873141),95
"Errol Street between Victoria Street and Queensberry Street approximately 3m North of Australian Postal Corporation, Ground, 72-82 Errol Street, North Melbourne, 3051",-37.803341823088594,1877,144.94973917434706,City of Melbourne,Memorials,Henderson Drinking Fountain,artworks,,,,,,,,,POINT (144.94973917434706 -37.803341823088594),102
"Epsom Road between Westbourne Road and Smithfield Road approximately 48m North of 2 Coopers Lane, Kensington, 3031",-37.79020534335677,1990-92,144.92393918797248,City of Melbourne,Sculpture,Lynch''''s Bridge Mosaic Mural,artworks,,,,,,,,,POINT (144.92393918797248 -37.79020534335677),103
Parliament Reserve,-37.80977063998943,1981,144.97348397026266,City of Melbourne,Memorials,Coles Fountain,artworks,,,,,,,,,POINT (144.97348397026266 -37.80977063998943),40
"Kings Domain approximately 93m NE of Marquis of Linlithgow Memorial Reserve, St Kilda Road, Melbourne, 3004",-37.82630110126131,1958,144.97281890582408,City of Melbourne,Sculpture,Sir Thomas Blamey Memorial,artworks,,,,,,,,,POINT (144.97281890582408 -37.82630110126131),115
"Russell Street between Little Collins Street and Bourke Street approximately 17m West of Edoya Japanese Restaurant, Ground, 138-144 Russell Street, Melbourne, 3000",-37.81304936449115,1993,144.96821095479558,City of Melbourne,Sculpture,A History Apparatus - Vessel Craft & Beacon,artworks,,,,,,,,,POINT (144.96821095479558 -37.81304936449115),21
King & Victoria Street Reserve,-37.805233515414656,1926,144.94868041774336,City of Melbourne,Memorials,North Melbourne War Memorial,artworks,,,,,,,,,POINT (144.94868041774336 -37.805233515414656),87
Kings Domain,-37.82427267818169,1952,144.97321342759503,City of Melbourne,Sculpture,King George V Memorial,artworks,,,,,,,,,POINT (144.97321342759503 -37.82427267818169),110
Queen Victoria Gardens,-37.82208606658947,1973,144.97181101425943,City of Melbourne,Sculpture,Lake Waterfall,artworks,,,,,,,,,POINT (144.97181101425943 -37.82208606658947),28
Queen Victoria Gardens,-37.822335480105195,1913,144.9718353146044,City of Melbourne,Sculpture,Janet Lady Clarke Memorial Sculpture,artworks,,,,,,,,,POINT (144.9718353146044 -37.822335480105195),28
"Approximately 37m SE of Macchiato On Collins, Unit 2, Ground, 446-452 Collins Street, Melbourne, 3000",-37.81765977602296,1978,144.95977299962593,City of Melbourne,Sculpture,John Batman Memorial [2],artworks,,,,,,,,,POINT (144.95977299962593 -37.81765977602296),36
"Victoria Point approximately 42m NW of Jolie Brows, 758 Bourke Street, Docklands, 3008",-37.81823232301213,2005,144.94744462620787,VicUrban,Sculpture,Anchor,artworks,,,,,,,,,POINT (144.94744462620787 -37.81823232301213),10
"Victoria Parade Reserve approximately 24m North of Fire Services Museum Of Victoria, 108-122 Victoria Parade, East Melbourne, 3002",-37.808248962797364,1937,144.9753153437232,City of Melbourne,Memorials,Samuel Mauger Drinking Fountain,artworks,,,,,,,,,POINT (144.9753153437232 -37.808248962797364),40
"Collins Street between Spring Street and Exhibition Street approximately 22m SE of The Melbourne Club, 36 Collins Street, Melbourne, 3000",-37.81372573647249,1905,144.97261542256064,City of Melbourne,Sculpture,Sir Samuel Gillott,artworks,,,,,,,,,POINT (144.97261542256064 -37.81372573647249),18
Marquis of Linlithgow Memorial Reserve,-37.82666405636878,1911,144.9719166488942,City of Melbourne,Sculpture,Marquis of Linlithgow,artworks,,,,,,,,,POINT (144.9719166488942 -37.82666405636878),114
Carlton Gardens South,-37.80580965134325,1965,144.97252879114416,City of Melbourne,Sculpture,Spray Lake,artworks,,,,,,,,,POINT (144.97252879114416 -37.80580965134325),40
"NewQuay Promenade approximately 11m South of Pavilion 1, 100 Newquay Promenade, Docklands, 3008",-37.815901938178676,2007,144.93893011222016,City of Melbourne,Sculpture,Meeting 1,artworks,,,,,,,,,POINT (144.93893011222016 -37.815901938178676),11
Docklands Park,-37.82186285910264,2005,144.94700936190569,City of Melbourne,Sculpture,Blowhole,artworks,,,,,,,,,POINT (144.94700936190569 -37.82186285910264),8
"Approximately 38m NE of 13 Swanston Street, Melbourne, 3000",-37.81696330579109,1925,144.96748759277108,City of Melbourne,Sculpture,Captain Matthew Flinders Statue,artworks,,,,,,,,,POINT (144.96748759277108 -37.81696330579109),41
"Birrarung Marr approximately 32m South of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81859572477289,2006,144.97182169813522,City of Melbourne,Indigenous,Birrarung Wilam [Common Ground],artworks,,,,,,,,,POINT (144.97182169813522 -37.81859572477289),7
"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 9m SE of Unit 1102, 339 Swanston Street, Melbourne, 3000",-37.810372108766074,1994,144.96407645127653,City of Melbourne,Sculpture,Resting Place,artworks,,,,,,,,,POINT (144.96407645127653 -37.810372108766074),66
"Clayton Reserve approximately 36m NE of Footprint Furniture, 11 Boundary Road, North Melbourne, 3051",-37.795663554735185,c1935,144.9389347962098,City of Melbourne,Memorials,Clayton Reserve Drinking Fountain,artworks,,,,,,,,,POINT (144.9389347962098 -37.795663554735185),76
"Exhibition Street Reserve approximately 42m East of Madinah Next, 11-17 Victoria Street, Melbourne, 3000",-37.80747037586185,1901,144.96859332734795,City of Melbourne,Memorials,Grant''s Fountain,artworks,,,,,,,,,POINT (144.96859332734795 -37.80747037586185),30
"Fitzroy Gardens approximately 28m SW of The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81325721271155,1948,144.98101234462126,City of Melbourne,Sculpture,Model Tudor Village,artworks,,,,,,,,,POINT (144.98101234462126 -37.81325721271155),94
"Swanston Street between Flinders Lane and Collins Street approximately 8m NW of A Prickly Affair, City Pillar, 74 Swanston Street, Melbourne, 3000",-37.815756293854626,1992,144.96681037690786,City of Melbourne,Sculpture,Painted Poles 2,artworks,,,,,,,,,POINT (144.96681037690786 -37.815756293854626),65
"Bellair Street between Macaulay Road and Wight Street approximately 3m SE of Spinifex Cafe, 192 Bellair Street, Kensington, 3031",-37.79405884375063,1996,144.93020538561703,City of Melbourne,Ceramic,Bellair Street Mosaics,artworks,,,,,,,,,POINT (144.93020538561703 -37.79405884375063),76
"Intersection of Flinders Street and Queens Bridge approximately 32m West of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.81981971289524,1997,144.96023598489086,City of Melbourne,Sculpture,Blue Line,artworks,,,,,,,,,POINT (144.96023598489086 -37.81981971289524),131
"The Avenue between MacArthur Road and Gatehouse Street approximately 28m NE of CitiPower, Substation 22 Rear, 163 Gatehouse Street, Parkville, 3052",-37.79217291379831,1916,144.9580902280125,City of Melbourne,Memorials,George Hawkins Ievers Memorial Drinking Fountain,artworks,,,,,,,,,POINT (144.9580902280125 -37.79217291379831),64
Kings Domain South,-37.82721242566816,2001,144.97297393104864,City of Melbourne,Memorials,Australian Hellenic Memorial,artworks,,,,,,,,,POINT (144.97297393104864 -37.82721242566816),115
"Princes Park approximately 55m West of Ikon Park, Antenna Ikon Park, Royal Parade, Carlton North, 3054",-37.78366119106134,c1935,144.96000400655757,City of Melbourne,Memorials,Reynold''''s Reserve Drinking Fountain,artworks,,,,,,,,,POINT (144.96000400655757 -37.78366119106134),44
Wurundjeri Way between Bourke Street and Flinders Street,-37.82072476624313,2003,144.9523913264332,VicUrban,Sculpture,Eagle,artworks,,,,,,,,,POINT (144.9523913264332 -37.82072476624313),9
Alexandra Gardens,-37.8217592722394,c1920,144.9747725916972,City of Melbourne,Memorials,Victorian Rowing Association World War 1 Memorial,artworks,,,,,,,,,POINT (144.9747725916972 -37.8217592722394),110
